hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
7.397981927710833,19.0,1.0,3.0,2.0,1.0,2.0,46.0,Travel_Rarely,Sales,2.0,3.0,Life Sciences,1.0,1242.0,Female,1.0,Research Scientist,Single,34200.0,3.0,Y,13.0,8.0,2.0,22.0,3.0,2.0,2.0,1.0
9.720699464524722,4.0,2.0,4.0,3.0,4.0,3.0,22.0,Travel_Frequently,Research & Development,22.0,4.0,Medical,1.0,3543.0,Male,1.0,Sales Representative,Married,26540.0,0.0,Y,24.0,8.0,0.0,1.0,5.0,0.0,0.0,0.0
7.074732262382778,4.0,3.0,4.0,4.0,4.0,3.0,26.0,Non-Travel,Research & Development,18.0,2.0,Medical,1.0,949.0,Male,1.0,Human Resources,Single,108800.0,1.0,Y,23.0,8.0,1.0,7.0,5.0,7.0,5.0,7.0
6.634467871485834,17.0,2.0,3.0,2.0,4.0,3.0,28.0,Travel_Rarely,Research & Development,2.0,2.0,Medical,1.0,117.0,Male,3.0,Manager,Single,28580.0,1.0,Y,12.0,8.0,0.0,7.0,2.0,7.0,0.0,7.0
6.167761044176666,14.0,3.0,3.0,1.0,1.0,1.0,29.0,Travel_Rarely,Research & Development,5.0,3.0,Life Sciences,1.0,3760.0,Female,2.0,Research Scientist,Single,109340.0,6.0,Y,17.0,8.0,2.0,11.0,2.0,9.0,0.0,7.0
9.560480812137222,13.0,3.0,3.0,3.0,4.0,1.0,51.0,Travel_Rarely,Research & Development,8.0,4.0,Life Sciences,1.0,1304.0,Female,5.0,Sales Representative,Single,24500.0,0.0,Y,12.0,8.0,1.0,11.0,2.0,10.0,1.0,0.0
8.193192771084167,11.0,3.0,3.0,4.0,1.0,3.0,40.0,Travel_Frequently,Research & Development,3.0,4.0,Medical,1.0,1746.0,Female,3.0,Human Resources,Married,51260.0,5.0,Y,18.0,8.0,0.0,20.0,2.0,18.0,1.0,12.0
6.830325747434166,16.0,3.0,3.0,1.0,1.0,3.0,45.0,Travel_Frequently,Research & Development,3.0,1.0,Medical,1.0,2994.0,Female,1.0,Sales Executive,Divorced,35400.0,1.0,Y,13.0,8.0,0.0,24.0,6.0,24.0,9.0,11.0
6.957549085229722,12.0,3.0,3.0,3.0,3.0,3.0,30.0,Travel_Frequently,Research & Development,4.0,5.0,Technical Degree,1.0,244.0,Male,3.0,Manager,Divorced,57720.0,1.0,Y,17.0,8.0,0.0,1.0,3.0,1.0,0.0,0.0
8.332985274430833,11.0,2.0,3.0,4.0,2.0,3.0,26.0,Travel_Rarely,Human Resources,2.0,1.0,Technical Degree,1.0,2510.0,Female,3.0,Sales Executive,Married,65780.0,0.0,Y,15.0,8.0,2.0,6.0,3.0,5.0,1.0,4.0
7.375642570281111,13.0,3.0,3.0,4.0,2.0,3.0,38.0,Travel_Frequently,Sales,29.0,2.0,Medical,1.0,3876.0,Female,1.0,Sales Executive,Single,39170.0,1.0,Y,15.0,8.0,3.0,4.0,2.0,4.0,3.0,3.0
8.467868139223333,12.0,1.0,4.0,4.0,3.0,3.0,35.0,Travel_Rarely,Research & Development,12.0,2.0,Medical,1.0,3121.0,Female,2.0,Sales Representative,Married,28090.0,4.0,Y,23.0,8.0,1.0,10.0,2.0,8.0,0.0,0.0
9.859254796965555,15.0,2.0,3.0,1.0,3.0,3.0,30.0,Travel_Rarely,Sales,2.0,3.0,Life Sciences,1.0,3403.0,Male,2.0,Healthcare Representative,Married,40000.0,4.0,Y,12.0,8.0,0.0,7.0,5.0,5.0,0.0,1.0
7.766144578313056,4.0,3.0,3.0,3.0,4.0,3.0,32.0,Travel_Rarely,Sales,1.0,3.0,Medical,1.0,1744.0,Male,2.0,Sales Executive,Single,136640.0,3.0,Y,14.0,8.0,0.0,10.0,6.0,7.0,7.0,7.0
6.585214190093611,18.0,3.0,3.0,4.0,1.0,4.0,35.0,Non-Travel,Research & Development,5.0,1.0,Medical,1.0,300.0,Male,1.0,Healthcare Representative,Divorced,51630.0,2.0,Y,18.0,8.0,2.0,16.0,4.0,1.0,0.0,0.0
6.985215305666944,20.0,3.0,4.0,3.0,3.0,3.0,55.0,Travel_Rarely,Research & Development,3.0,2.0,Life Sciences,1.0,2477.0,Female,1.0,Sales Executive,Married,73510.0,8.0,Y,20.0,8.0,1.0,34.0,3.0,1.0,0.0,0.0
10.110542168674444,12.0,2.0,4.0,4.0,4.0,3.0,37.0,Travel_Rarely,Research & Development,7.0,4.0,Life Sciences,1.0,3478.0,Male,4.0,Sales Executive,Divorced,71430.0,2.0,Y,21.0,8.0,0.0,8.0,6.0,1.0,0.0,0.0
9.150129406514722,14.0,2.0,3.0,4.0,1.0,2.0,49.0,Travel_Rarely,Research & Development,2.0,4.0,Medical,1.0,935.0,Male,1.0,Laboratory Technician,Divorced,42270.0,4.0,Y,18.0,8.0,0.0,17.0,3.0,2.0,2.0,2.0
6.927584783578611,12.0,3.0,3.0,3.0,1.0,3.0,19.0,Travel_Rarely,Research & Development,23.0,4.0,Life Sciences,1.0,2066.0,Male,2.0,Laboratory Technician,Single,191970.0,1.0,Y,12.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0
5.788009817045833,20.0,1.0,4.0,1.0,4.0,3.0,42.0,Travel_Rarely,Research & Development,3.0,4.0,Life Sciences,1.0,1561.0,Male,1.0,Manager,Single,10910.0,2.0,Y,22.0,8.0,0.0,16.0,0.0,1.0,0.0,0.0
9.553095716198056,4.0,3.0,3.0,4.0,2.0,3.0,41.0,Travel_Rarely,Research & Development,9.0,2.0,Life Sciences,1.0,1559.0,Female,1.0,Laboratory Technician,Single,54870.0,6.0,Y,19.0,8.0,2.0,8.0,0.0,5.0,1.0,2.0
6.683887773315278,15.0,1.0,3.0,1.0,2.0,3.0,36.0,Non-Travel,Research & Development,1.0,3.0,Life Sciences,1.0,4066.0,Male,2.0,Research Scientist,Married,28380.0,1.0,Y,19.0,8.0,2.0,5.0,5.0,5.0,0.0,2.0
6.996695671575,10.0,3.0,3.0,3.0,3.0,2.0,38.0,Travel_Rarely,Research & Development,5.0,3.0,Technical Degree,1.0,1997.0,Male,1.0,Sales Executive,Married,63490.0,2.0,Y,11.0,8.0,0.0,20.0,3.0,19.0,1.0,9.0
6.460911423471389,17.0,3.0,3.0,1.0,3.0,2.0,38.0,Travel_Rarely,Research & Development,1.0,2.0,Medical,1.0,2906.0,Male,4.0,Laboratory Technician,Divorced,64720.0,0.0,Y,12.0,8.0,0.0,17.0,4.0,16.0,5.0,13.0
6.663051093261666,8.0,3.0,3.0,2.0,2.0,2.0,37.0,Travel_Rarely,Research & Development,1.0,4.0,Technical Degree,1.0,3155.0,Female,5.0,Research Scientist,Married,39440.0,6.0,Y,11.0,8.0,2.0,8.0,3.0,6.0,4.0,3.0
7.290882418563055,19.0,3.0,4.0,3.0,1.0,3.0,34.0,Travel_Rarely,Research & Development,10.0,3.0,Life Sciences,1.0,1796.0,Male,3.0,Healthcare Representative,Married,47390.0,5.0,Y,24.0,8.0,2.0,6.0,2.0,3.0,1.0,2.0
8.330619143239444,16.0,2.0,3.0,3.0,2.0,3.0,25.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,1.0,426.0,Male,1.0,Sales Executive,Married,32120.0,1.0,Y,15.0,8.0,1.0,1.0,3.0,1.0,0.0,0.0
6.0382708612225,14.0,3.0,3.0,2.0,3.0,3.0,36.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,1.0,3067.0,Female,5.0,Healthcare Representative,Married,196360.0,1.0,Y,12.0,8.0,1.0,10.0,3.0,10.0,9.0,0.0
6.129713297634722,14.0,3.0,3.0,1.0,3.0,3.0,38.0,Travel_Frequently,Research & Development,1.0,4.0,Other,1.0,4101.0,Male,2.0,Research Scientist,Married,36690.0,2.0,Y,19.0,8.0,0.0,10.0,2.0,8.0,7.0,7.0
7.61406291834,18.0,2.0,3.0,2.0,3.0,3.0,50.0,Travel_Frequently,Research & Development,4.0,2.0,Medical,1.0,1741.0,Male,4.0,Sales Representative,Married,44240.0,3.0,Y,14.0,8.0,1.0,18.0,2.0,4.0,1.0,3.0
7.213215082552222,19.0,2.0,3.0,1.0,4.0,3.0,47.0,Travel_Rarely,Research & Development,1.0,3.0,Technical Degree,1.0,171.0,Male,5.0,Manufacturing Director,Divorced,135700.0,5.0,Y,16.0,8.0,2.0,20.0,2.0,5.0,0.0,4.0
7.2856135653725,8.0,3.0,3.0,4.0,2.0,3.0,32.0,Travel_Rarely,Sales,1.0,3.0,Life Sciences,1.0,948.0,Male,2.0,Research Scientist,Single,27430.0,1.0,Y,19.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0
5.981926595269722,8.0,3.0,3.0,4.0,4.0,4.0,48.0,Travel_Rarely,Sales,1.0,1.0,Marketing,1.0,647.0,Male,2.0,Manufacturing Director,Single,74060.0,6.0,Y,14.0,8.0,2.0,25.0,2.0,1.0,0.0,0.0
7.114883980365834,13.0,3.0,3.0,1.0,2.0,3.0,37.0,Non-Travel,Research & Development,7.0,2.0,Medical,1.0,3150.0,Male,1.0,Sales Executive,Divorced,20280.0,1.0,Y,16.0,8.0,1.0,9.0,3.0,9.0,7.0,7.0
10.280705042391666,15.0,3.0,3.0,3.0,3.0,3.0,36.0,Travel_Rarely,Research & Development,18.0,1.0,Medical,1.0,3828.0,Male,2.0,Manufacturing Director,Married,67250.0,9.0,Y,17.0,8.0,1.0,7.0,3.0,3.0,1.0,1.0
7.099554886211389,19.0,3.0,3.0,3.0,4.0,3.0,35.0,Travel_Frequently,Research & Development,6.0,4.0,Medical,1.0,745.0,Female,2.0,Research Director,Single,61420.0,2.0,Y,15.0,8.0,1.0,10.0,2.0,2.0,2.0,2.0
7.335841142346944,6.0,3.0,3.0,2.0,3.0,3.0,31.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,1.0,2554.0,Female,5.0,Manager,Divorced,103770.0,1.0,Y,14.0,8.0,0.0,10.0,2.0,10.0,0.0,2.0
10.106541722445277,10.0,4.0,3.0,3.0,2.0,3.0,32.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,1.0,3002.0,Male,3.0,Research Scientist,Married,26620.0,1.0,Y,11.0,8.0,1.0,13.0,6.0,13.0,11.0,9.0
6.295962739848056,15.0,3.0,3.0,1.0,3.0,2.0,20.0,Travel_Rarely,Research & Development,6.0,3.0,Medical,1.0,599.0,Male,5.0,Research Director,Single,83920.0,1.0,Y,17.0,8.0,0.0,2.0,5.0,2.0,1.0,2.0
10.433319946452222,4.0,2.0,3.0,1.0,2.0,3.0,24.0,Travel_Rarely,Research & Development,27.0,2.0,Medical,1.0,1627.0,Male,1.0,Research Scientist,Single,104220.0,1.0,Y,17.0,8.0,1.0,6.0,0.0,5.0,1.0,4.0
7.405288933511667,12.0,3.0,4.0,1.0,3.0,2.0,24.0,Travel_Rarely,Sales,6.0,2.0,Marketing,1.0,2779.0,Male,2.0,Research Scientist,Married,40870.0,0.0,Y,20.0,8.0,3.0,4.0,1.0,3.0,0.0,2.0
7.365277777777778,14.0,2.0,3.0,1.0,3.0,3.0,47.0,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,1.0,2627.0,Male,2.0,Sales Executive,Single,42490.0,2.0,Y,13.0,8.0,1.0,25.0,2.0,17.0,12.0,11.0
5.483209504685278,20.0,3.0,3.0,2.0,3.0,3.0,41.0,Travel_Rarely,Sales,20.0,4.0,Marketing,1.0,1258.0,Male,2.0,Sales Executive,Married,102090.0,1.0,Y,13.0,8.0,1.0,23.0,2.0,22.0,15.0,8.0
9.18156626506,6.0,3.0,3.0,1.0,4.0,2.0,32.0,Travel_Rarely,Research & Development,1.0,1.0,Life Sciences,1.0,3183.0,Female,1.0,Healthcare Representative,Married,30220.0,1.0,Y,16.0,8.0,1.0,6.0,3.0,6.0,0.0,5.0
5.925844489067222,7.0,3.0,3.0,4.0,3.0,3.0,30.0,Travel_Rarely,Research & Development,1.0,4.0,Technical Degree,1.0,2715.0,Female,1.0,Research Scientist,Single,53010.0,1.0,Y,16.0,8.0,1.0,10.0,3.0,10.0,1.0,8.0
5.781880856760278,9.0,2.0,3.0,3.0,4.0,3.0,40.0,Travel_Rarely,Sales,4.0,3.0,Medical,1.0,2172.0,Male,2.0,Sales Executive,Single,94340.0,1.0,Y,13.0,8.0,1.0,9.0,3.0,9.0,8.0,8.0
5.931504908522777,19.0,3.0,4.0,4.0,4.0,2.0,27.0,Travel_Frequently,Research & Development,7.0,3.0,Life Sciences,1.0,2383.0,Male,1.0,Research Scientist,Single,28110.0,2.0,Y,20.0,8.0,0.0,6.0,3.0,4.0,1.0,2.0
10.243352298081112,13.0,3.0,3.0,4.0,1.0,2.0,42.0,Travel_Rarely,Research & Development,5.0,3.0,Medical,1.0,194.0,Male,3.0,Sales Executive,Married,53900.0,1.0,Y,14.0,8.0,0.0,10.0,3.0,10.0,5.0,8.0
6.083170459616111,16.0,3.0,3.0,3.0,2.0,3.0,30.0,Travel_Rarely,Research & Development,14.0,3.0,Technical Degree,1.0,852.0,Male,5.0,Research Director,Married,27950.0,3.0,Y,13.0,8.0,0.0,9.0,4.0,4.0,1.0,3.0
8.234447791164444,8.0,2.0,3.0,2.0,1.0,2.0,24.0,Travel_Frequently,Sales,3.0,3.0,Life Sciences,1.0,2273.0,Male,2.0,Research Scientist,Single,76540.0,2.0,Y,17.0,8.0,1.0,4.0,3.0,0.0,0.0,0.0
5.797856983489444,13.0,1.0,4.0,2.0,2.0,3.0,40.0,Travel_Rarely,Research & Development,14.0,4.0,Medical,1.0,2180.0,Female,1.0,Research Scientist,Married,33480.0,3.0,Y,22.0,8.0,0.0,7.0,2.0,4.0,0.0,3.0
6.7592224453366665,18.0,3.0,3.0,4.0,1.0,3.0,33.0,Travel_Frequently,Human Resources,10.0,3.0,Medical,1.0,2260.0,Female,2.0,Sales Executive,Married,27000.0,0.0,Y,14.0,8.0,3.0,5.0,2.0,4.0,0.0,3.0
10.318809683176944,7.0,2.0,3.0,2.0,3.0,3.0,33.0,Travel_Rarely,Research & Development,9.0,3.0,Medical,1.0,838.0,Female,2.0,Manufacturing Director,Married,28990.0,1.0,Y,17.0,8.0,0.0,15.0,3.0,15.0,5.0,7.0
10.068919009370555,19.0,2.0,4.0,3.0,4.0,1.0,33.0,Travel_Rarely,Sales,11.0,4.0,Marketing,1.0,2917.0,Male,1.0,Research Scientist,Married,71400.0,5.0,Y,21.0,8.0,0.0,8.0,2.0,5.0,0.0,4.0
5.683418116911945,21.0,2.0,3.0,2.0,1.0,2.0,29.0,Travel_Rarely,Sales,9.0,3.0,Life Sciences,1.0,2218.0,Male,1.0,Laboratory Technician,Single,111030.0,1.0,Y,12.0,8.0,0.0,10.0,5.0,10.0,0.0,9.0
9.051015171798056,12.0,3.0,3.0,3.0,1.0,3.0,35.0,Non-Travel,Research & Development,5.0,4.0,Technical Degree,1.0,1266.0,Female,3.0,Manufacturing Director,Married,48980.0,2.0,Y,15.0,8.0,2.0,10.0,2.0,4.0,2.0,3.0
5.569178937973889,18.0,3.0,3.0,1.0,2.0,3.0,36.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,1.0,3863.0,Female,2.0,Healthcare Representative,Single,10510.0,2.0,Y,14.0,8.0,0.0,15.0,2.0,4.0,1.0,3.0
6.836571842927222,17.0,3.0,3.0,3.0,3.0,3.0,40.0,Non-Travel,Research & Development,1.0,1.0,Life Sciences,1.0,2170.0,Male,1.0,Laboratory Technician,Divorced,42860.0,9.0,Y,15.0,8.0,0.0,6.0,6.0,4.0,0.0,0.0
10.869326193663333,3.0,3.0,3.0,1.0,4.0,3.0,37.0,Non-Travel,Research & Development,1.0,3.0,Medical,1.0,2958.0,Male,2.0,Sales Executive,Divorced,41270.0,2.0,Y,13.0,8.0,1.0,15.0,2.0,5.0,0.0,2.0
7.670272199910555,4.0,3.0,3.0,3.0,2.0,3.0,41.0,Non-Travel,Sales,6.0,3.0,Life Sciences,1.0,2164.0,Female,1.0,Research Director,Single,27730.0,1.0,Y,11.0,8.0,0.0,19.0,3.0,19.0,11.0,9.0
6.427013609995278,20.0,3.0,3.0,2.0,3.0,2.0,51.0,Travel_Frequently,Sales,21.0,4.0,Medical,1.0,673.0,Male,2.0,Research Scientist,Single,182000.0,0.0,Y,17.0,8.0,0.0,8.0,3.0,7.0,7.0,7.0
7.225216421240278,9.0,3.0,4.0,3.0,4.0,1.0,33.0,Travel_Frequently,Research & Development,8.0,3.0,Technical Degree,1.0,1722.0,Male,2.0,Laboratory Technician,Divorced,90690.0,3.0,Y,25.0,8.0,1.0,15.0,3.0,13.0,4.0,7.0
6.981834002677222,4.0,4.0,3.0,4.0,4.0,3.0,39.0,Travel_Rarely,Sales,2.0,3.0,Life Sciences,1.0,1951.0,Male,3.0,Human Resources,Married,21150.0,1.0,Y,18.0,8.0,0.0,21.0,3.0,21.0,11.0,8.0
6.474336233824166,9.0,3.0,3.0,4.0,1.0,3.0,30.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,1.0,4298.0,Female,3.0,Sales Executive,Divorced,103060.0,5.0,Y,13.0,8.0,0.0,8.0,5.0,3.0,2.0,2.0
9.534225792056944,11.0,4.0,3.0,4.0,2.0,3.0,35.0,Travel_Frequently,Sales,8.0,2.0,Marketing,1.0,1849.0,Female,1.0,Laboratory Technician,Divorced,36900.0,1.0,Y,13.0,8.0,1.0,10.0,2.0,10.0,7.0,8.0
5.802433065595555,23.0,2.0,3.0,4.0,3.0,3.0,38.0,Travel_Frequently,Research & Development,7.0,3.0,Medical,1.0,725.0,Female,2.0,Sales Representative,Divorced,76250.0,1.0,Y,15.0,8.0,0.0,4.0,2.0,4.0,0.0,3.0
5.988766175814167,16.0,3.0,3.0,3.0,1.0,3.0,49.0,Travel_Rarely,Research & Development,5.0,4.0,Life Sciences,1.0,814.0,Female,1.0,Research Scientist,Married,34240.0,4.0,Y,11.0,8.0,0.0,10.0,3.0,3.0,1.0,2.0
