hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
6.616015171798056,11.0,3.0,3.0,1.0,3.0,2.0,38.0,Travel_Rarely,Research & Development,1.0,2.0,Medical,1.0,4376.0,Male,4.0,Laboratory Technician,Divorced,64720.0,0.0,Y,12.0,8.0,0.0,17.0,4.0,16.0,5.0,13.0,No
6.038788487282222,13.0,4.0,3.0,3.0,2.0,3.0,40.0,Travel_Frequently,Research & Development,10.0,4.0,Medical,1.0,1795.0,Male,2.0,Manufacturing Director,Married,65670.0,1.0,Y,13.0,8.0,1.0,8.0,3.0,8.0,3.0,7.0,No
7.904780232039166,14.0,3.0,3.0,4.0,2.0,3.0,29.0,Travel_Rarely,Research & Development,3.0,4.0,Life Sciences,1.0,3026.0,Male,3.0,Sales Executive,Divorced,39780.0,1.0,Y,11.0,8.0,0.0,7.0,0.0,7.0,1.0,7.0,No
6.583981481481389,21.0,3.0,3.0,2.0,3.0,4.0,31.0,Travel_Rarely,Research & Development,14.0,2.0,Life Sciences,1.0,970.0,Male,1.0,Sales Executive,Married,167560.0,1.0,Y,11.0,8.0,2.0,6.0,5.0,5.0,0.0,3.0,No
6.234501338688055,21.0,3.0,3.0,1.0,1.0,3.0,40.0,Travel_Rarely,Research & Development,3.0,3.0,Other,1.0,2561.0,Male,1.0,Sales Executive,Divorced,68330.0,2.0,Y,13.0,8.0,0.0,22.0,3.0,19.0,11.0,16.0,No
7.258940205265278,8.0,3.0,3.0,3.0,3.0,2.0,53.0,Travel_Rarely,Sales,2.0,1.0,Life Sciences,1.0,2708.0,Male,5.0,Human Resources,Divorced,31620.0,4.0,Y,15.0,8.0,0.0,26.0,4.0,14.0,4.0,8.0,No
7.478154841588333,11.0,3.0,3.0,2.0,2.0,3.0,33.0,Travel_Rarely,Sales,3.0,3.0,Life Sciences,1.0,3893.0,Male,3.0,Manager,Married,97250.0,1.0,Y,11.0,8.0,0.0,14.0,0.0,14.0,2.0,13.0,No
7.095702811244722,17.0,2.0,3.0,3.0,2.0,3.0,46.0,Travel_Rarely,Research & Development,6.0,3.0,Medical,1.0,3914.0,Male,4.0,Sales Executive,Single,46150.0,6.0,Y,12.0,8.0,0.0,19.0,3.0,10.0,0.0,9.0,No
6.868895582329166,18.0,2.0,3.0,2.0,3.0,3.0,25.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,3161.0,Male,1.0,Research Scientist,Married,190940.0,1.0,Y,16.0,8.0,0.0,7.0,3.0,7.0,0.0,6.0,No
6.2778145917,17.0,2.0,4.0,2.0,2.0,3.0,47.0,Travel_Rarely,Research & Development,1.0,4.0,Medical,1.0,2407.0,Male,3.0,Laboratory Technician,Divorced,183030.0,6.0,Y,22.0,8.0,1.0,29.0,2.0,3.0,1.0,2.0,No
6.811443551985556,19.0,3.0,4.0,3.0,4.0,2.0,45.0,Travel_Rarely,Research & Development,2.0,1.0,Technical Degree,1.0,1354.0,Female,2.0,Healthcare Representative,Single,57680.0,5.0,Y,23.0,8.0,1.0,9.0,4.0,6.0,0.0,3.0,No
7.434355198571945,5.0,3.0,3.0,2.0,2.0,3.0,30.0,Travel_Frequently,Research & Development,8.0,4.0,Medical,1.0,3415.0,Male,1.0,Sales Executive,Single,191440.0,0.0,Y,11.0,8.0,0.0,4.0,3.0,3.0,1.0,2.0,Yes
7.565866800535278,16.0,3.0,3.0,3.0,2.0,2.0,30.0,Travel_Rarely,Research & Development,9.0,3.0,Life Sciences,1.0,2775.0,Male,1.0,Manufacturing Director,Divorced,92500.0,1.0,Y,12.0,8.0,3.0,11.0,0.0,11.0,2.0,7.0,No
6.971939982150555,21.0,2.0,3.0,2.0,4.0,3.0,34.0,Travel_Rarely,Research & Development,28.0,3.0,Technical Degree,1.0,1226.0,Male,1.0,Laboratory Technician,Divorced,107930.0,0.0,Y,11.0,8.0,3.0,3.0,1.0,2.0,1.0,2.0,No
6.033017626059722,13.0,2.0,3.0,3.0,3.0,4.0,40.0,Non-Travel,Sales,3.0,2.0,Life Sciences,1.0,2242.0,Male,1.0,Sales Executive,Divorced,43420.0,3.0,Y,11.0,8.0,1.0,11.0,6.0,8.0,0.0,7.0,No
7.264870593485,5.0,3.0,3.0,1.0,3.0,3.0,34.0,Travel_Rarely,Research & Development,7.0,4.0,Medical,1.0,3722.0,Male,2.0,Research Scientist,Married,26940.0,1.0,Y,16.0,8.0,1.0,2.0,3.0,2.0,2.0,2.0,Yes
7.342251227130555,18.0,3.0,3.0,4.0,4.0,3.0,27.0,Travel_Rarely,Sales,2.0,3.0,Life Sciences,1.0,2606.0,Female,1.0,Manager,Single,39040.0,1.0,Y,15.0,8.0,0.0,7.0,2.0,7.0,0.0,7.0,No
6.849281570727222,16.0,3.0,3.0,2.0,3.0,3.0,40.0,Travel_Rarely,Research & Development,15.0,3.0,Life Sciences,1.0,1661.0,Female,2.0,Laboratory Technician,Single,25710.0,7.0,Y,14.0,8.0,0.0,22.0,1.0,20.0,5.0,13.0,No
6.518444890673611,11.0,4.0,3.0,4.0,3.0,2.0,34.0,Travel_Frequently,Human Resources,7.0,4.0,Other,1.0,2871.0,Female,1.0,Research Scientist,Married,13930.0,1.0,Y,11.0,8.0,2.0,10.0,4.0,10.0,1.0,9.0,No
6.381411200356944,18.0,3.0,3.0,4.0,1.0,3.0,34.0,Travel_Rarely,Research & Development,10.0,4.0,Life Sciences,1.0,3731.0,Female,1.0,Sales Representative,Single,192460.0,3.0,Y,15.0,8.0,1.0,15.0,5.0,13.0,3.0,12.0,No
7.548187193217222,5.0,2.0,3.0,4.0,4.0,3.0,43.0,Travel_Frequently,Sales,14.0,3.0,Life Sciences,1.0,3078.0,Female,1.0,Manufacturing Director,Married,37480.0,7.0,Y,14.0,8.0,2.0,8.0,3.0,3.0,1.0,2.0,No
7.641905399375278,5.0,4.0,3.0,4.0,4.0,2.0,32.0,Travel_Rarely,Research & Development,5.0,3.0,Medical,1.0,2893.0,Male,1.0,Healthcare Representative,Married,34770.0,1.0,Y,11.0,8.0,0.0,14.0,2.0,14.0,9.0,8.0,Yes
7.214694332886944,17.0,4.0,4.0,4.0,4.0,2.0,50.0,Travel_Rarely,Research & Development,11.0,2.0,Life Sciences,1.0,4386.0,Male,2.0,Sales Executive,Divorced,62940.0,3.0,Y,23.0,8.0,1.0,32.0,2.0,7.0,0.0,6.0,No
6.6076416778222224,7.0,2.0,4.0,4.0,4.0,3.0,38.0,Travel_Rarely,Research & Development,16.0,3.0,Life Sciences,1.0,261.0,Male,5.0,Research Scientist,Single,147560.0,0.0,Y,20.0,8.0,1.0,8.0,3.0,7.0,0.0,5.0,No
7.416067603748056,9.0,3.0,3.0,3.0,4.0,3.0,36.0,Travel_Frequently,Research & Development,5.0,1.0,Technical Degree,1.0,1208.0,Male,1.0,Sales Executive,Married,13590.0,4.0,Y,12.0,8.0,0.0,17.0,2.0,5.0,0.0,3.0,No
7.781568496206944,7.0,2.0,3.0,4.0,3.0,2.0,34.0,Travel_Frequently,Sales,9.0,1.0,Technical Degree,1.0,2035.0,Male,2.0,Sales Executive,Single,26570.0,2.0,Y,13.0,8.0,1.0,5.0,3.0,3.0,0.0,2.0,No
8.96047188755,4.0,2.0,3.0,3.0,4.0,3.0,31.0,Travel_Rarely,Research & Development,20.0,1.0,Technical Degree,1.0,1522.0,Female,3.0,Research Scientist,Married,99070.0,2.0,Y,13.0,8.0,1.0,6.0,3.0,5.0,0.0,3.0,No
8.462938420348056,17.0,2.0,4.0,4.0,4.0,3.0,20.0,Travel_Frequently,Sales,8.0,3.0,Marketing,1.0,3459.0,Male,3.0,Sales Executive,Single,34640.0,1.0,Y,20.0,8.0,0.0,2.0,3.0,2.0,0.0,2.0,Yes
5.867147478803889,5.0,3.0,3.0,4.0,1.0,3.0,39.0,Travel_Rarely,Research & Development,2.0,1.0,Medical,1.0,2679.0,Female,1.0,Research Scientist,Married,47790.0,4.0,Y,14.0,8.0,2.0,9.0,3.0,7.0,1.0,7.0,No
9.610699464524723,5.0,2.0,4.0,3.0,4.0,2.0,35.0,Non-Travel,Research & Development,1.0,1.0,Life Sciences,1.0,631.0,Male,2.0,Sales Executive,Married,136100.0,4.0,Y,22.0,8.0,2.0,16.0,4.0,13.0,4.0,12.0,No
5.731242748772778,22.0,2.0,3.0,1.0,3.0,3.0,43.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,1.0,2543.0,Male,1.0,Manufacturing Director,Married,73790.0,7.0,Y,13.0,8.0,2.0,21.0,3.0,16.0,6.0,14.0,No
6.070282240071389,14.0,2.0,3.0,4.0,1.0,3.0,34.0,Travel_Rarely,Research & Development,26.0,3.0,Other,1.0,1460.0,Female,1.0,Sales Executive,Married,190380.0,6.0,Y,13.0,8.0,0.0,13.0,3.0,11.0,5.0,9.0,No
6.993690316822778,17.0,3.0,3.0,1.0,4.0,3.0,36.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,1.0,2801.0,Female,2.0,Manufacturing Director,Divorced,175670.0,5.0,Y,13.0,8.0,0.0,7.0,6.0,1.0,0.0,0.0,No
7.123139223560833,15.0,3.0,3.0,1.0,3.0,2.0,44.0,Travel_Frequently,Research & Development,5.0,3.0,Life Sciences,1.0,794.0,Female,5.0,Manufacturing Director,Married,43820.0,7.0,Y,16.0,8.0,2.0,11.0,2.0,1.0,0.0,0.0,No
7.153890004462222,17.0,3.0,3.0,3.0,4.0,2.0,25.0,Travel_Rarely,Research & Development,8.0,3.0,Life Sciences,1.0,306.0,Male,2.0,Research Scientist,Single,74840.0,1.0,Y,15.0,8.0,0.0,6.0,3.0,6.0,1.0,4.0,No
5.936395582329166,11.0,2.0,3.0,4.0,4.0,2.0,54.0,Travel_Rarely,Sales,1.0,3.0,Medical,1.0,3691.0,Female,2.0,Manager,Single,22970.0,6.0,Y,18.0,8.0,2.0,29.0,2.0,20.0,12.0,7.0,No
5.854153279785556,14.0,3.0,3.0,4.0,4.0,3.0,30.0,Travel_Rarely,Research & Development,13.0,3.0,Life Sciences,1.0,1537.0,Female,4.0,Research Director,Married,41970.0,1.0,Y,13.0,8.0,0.0,11.0,3.0,10.0,1.0,9.0,No
9.291220437304721,11.0,3.0,3.0,1.0,3.0,1.0,43.0,Travel_Rarely,Research & Development,2.0,2.0,Medical,1.0,738.0,Male,1.0,Laboratory Technician,Single,78610.0,1.0,Y,14.0,8.0,2.0,20.0,1.0,20.0,1.0,8.0,No
10.441577420794166,13.0,3.0,3.0,4.0,2.0,2.0,51.0,Travel_Frequently,Research & Development,14.0,3.0,Life Sciences,1.0,3601.0,Male,2.0,Research Director,Divorced,105270.0,4.0,Y,14.0,8.0,0.0,31.0,3.0,29.0,11.0,10.0,No
10.365647032574723,3.0,3.0,3.0,2.0,1.0,2.0,29.0,Travel_Rarely,Research & Development,29.0,3.0,Medical,1.0,1549.0,Female,1.0,Research Scientist,Married,23070.0,1.0,Y,13.0,8.0,1.0,7.0,0.0,7.0,0.0,7.0,Yes
6.231782686300556,18.0,3.0,3.0,4.0,1.0,3.0,47.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,1.0,275.0,Female,5.0,Sales Executive,Single,50210.0,2.0,Y,17.0,8.0,0.0,20.0,3.0,7.0,1.0,7.0,No
10.2999386434625,2.0,3.0,3.0,3.0,2.0,2.0,32.0,Travel_Rarely,Research & Development,1.0,4.0,Medical,1.0,3674.0,Male,5.0,Research Director,Married,191890.0,0.0,Y,12.0,8.0,1.0,4.0,3.0,3.0,1.0,2.0,No
6.881810575635833,17.0,3.0,3.0,3.0,1.0,2.0,56.0,Travel_Frequently,Research & Development,20.0,4.0,Life Sciences,1.0,1614.0,Female,3.0,Sales Executive,Married,53210.0,9.0,Y,14.0,8.0,0.0,36.0,1.0,7.0,7.0,7.0,No
6.8851729138775,10.0,2.0,3.0,3.0,3.0,4.0,45.0,Non-Travel,Sales,1.0,4.0,Technical Degree,1.0,3997.0,Male,1.0,Research Scientist,Married,170480.0,4.0,Y,15.0,8.0,0.0,10.0,3.0,8.0,5.0,7.0,No
8.08675256581861,21.0,2.0,3.0,3.0,3.0,3.0,42.0,Travel_Rarely,Sales,7.0,4.0,Medical,1.0,93.0,Male,3.0,Research Scientist,Divorced,22260.0,0.0,Y,12.0,8.0,1.0,4.0,3.0,3.0,1.0,0.0,No
6.480346943328611,8.0,3.0,3.0,3.0,4.0,2.0,31.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,1.0,3139.0,Female,1.0,Sales Executive,Divorced,29090.0,9.0,Y,14.0,8.0,2.0,10.0,2.0,5.0,0.0,1.0,No
10.816014056224722,2.0,3.0,4.0,1.0,4.0,4.0,29.0,Travel_Rarely,Research & Development,9.0,4.0,Medical,1.0,1185.0,Male,2.0,Sales Representative,Married,29960.0,9.0,Y,25.0,8.0,0.0,4.0,4.0,2.0,2.0,2.0,Yes
6.719713297634722,12.0,2.0,3.0,4.0,4.0,2.0,54.0,Travel_Rarely,Sales,27.0,4.0,Medical,1.0,3988.0,Male,1.0,Research Scientist,Married,31310.0,4.0,Y,14.0,8.0,0.0,14.0,3.0,7.0,1.0,7.0,No
6.584944221329722,3.0,3.0,3.0,1.0,3.0,2.0,28.0,Travel_Rarely,Human Resources,1.0,1.0,Human Resources,1.0,536.0,Male,2.0,Research Scientist,Divorced,63470.0,1.0,Y,15.0,8.0,1.0,4.0,2.0,4.0,2.0,2.0,No
5.7690506470325,17.0,2.0,3.0,3.0,4.0,4.0,60.0,Travel_Rarely,Sales,17.0,4.0,Medical,1.0,2422.0,Male,1.0,Manager,Divorced,40250.0,3.0,Y,13.0,8.0,1.0,19.0,5.0,1.0,0.0,0.0,No
9.488990406068611,14.0,3.0,4.0,2.0,2.0,2.0,41.0,Travel_Rarely,Research & Development,18.0,4.0,Life Sciences,1.0,2865.0,Male,5.0,Laboratory Technician,Single,53470.0,1.0,Y,24.0,8.0,1.0,4.0,1.0,4.0,0.0,2.0,Yes
7.570064703257223,4.0,3.0,3.0,2.0,2.0,3.0,34.0,Travel_Rarely,Research & Development,12.0,2.0,Technical Degree,1.0,3354.0,Male,2.0,Human Resources,Divorced,88650.0,1.0,Y,11.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,No
9.230603525211944,19.0,3.0,3.0,4.0,3.0,4.0,24.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,1.0,123.0,Female,5.0,Manager,Divorced,28970.0,1.0,Y,18.0,8.0,3.0,5.0,4.0,5.0,0.0,3.0,No
9.516292949575833,7.0,2.0,4.0,3.0,4.0,2.0,35.0,Non-Travel,Research & Development,1.0,1.0,Life Sciences,1.0,2101.0,Male,2.0,Sales Executive,Married,136100.0,4.0,Y,22.0,8.0,2.0,16.0,4.0,13.0,4.0,12.0,No
7.215093708165833,16.0,1.0,3.0,3.0,2.0,3.0,41.0,Non-Travel,Sales,2.0,2.0,Medical,1.0,3911.0,Male,2.0,Research Scientist,Married,107980.0,2.0,Y,14.0,8.0,2.0,10.0,5.0,3.0,1.0,2.0,No
6.556758143685833,19.0,4.0,3.0,2.0,2.0,3.0,48.0,Travel_Rarely,Research & Development,16.0,3.0,Technical Degree,1.0,263.0,Male,1.0,Sales Executive,Married,97240.0,3.0,Y,13.0,8.0,0.0,12.0,2.0,2.0,2.0,2.0,No
10.233379071842778,4.0,3.0,3.0,3.0,4.0,3.0,31.0,Travel_Rarely,Research & Development,6.0,3.0,Medical,1.0,3025.0,Female,3.0,Manager,Single,81030.0,1.0,Y,15.0,8.0,1.0,11.0,5.0,11.0,4.0,10.0,No
6.902014725568889,7.0,1.0,3.0,1.0,2.0,3.0,36.0,Non-Travel,Research & Development,1.0,3.0,Life Sciences,1.0,1126.0,Male,2.0,Research Scientist,Married,28380.0,1.0,Y,19.0,8.0,2.0,5.0,5.0,5.0,0.0,2.0,No
7.049634091923055,21.0,3.0,3.0,2.0,3.0,3.0,27.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,1.0,1883.0,Male,1.0,Research Scientist,Single,20580.0,1.0,Y,14.0,8.0,1.0,1.0,5.0,1.0,0.0,0.0,No
6.631502677376111,23.0,4.0,3.0,3.0,1.0,3.0,31.0,Travel_Rarely,Sales,24.0,1.0,Marketing,1.0,3579.0,Female,1.0,Sales Executive,Single,38940.0,1.0,Y,12.0,8.0,0.0,10.0,3.0,10.0,1.0,8.0,No
6.7463688085675,9.0,3.0,3.0,3.0,3.0,3.0,26.0,Travel_Frequently,Sales,14.0,3.0,Life Sciences,1.0,125.0,Male,2.0,Manager,Single,75100.0,0.0,Y,18.0,8.0,3.0,7.0,3.0,6.0,0.0,4.0,Yes
6.614176706827222,18.0,4.0,3.0,3.0,3.0,2.0,31.0,Travel_Frequently,Sales,10.0,3.0,Technical Degree,1.0,574.0,Female,1.0,Research Director,Married,53040.0,1.0,Y,17.0,8.0,0.0,2.0,3.0,2.0,2.0,2.0,Yes
6.589042838018611,21.0,2.0,3.0,2.0,4.0,2.0,38.0,Travel_Rarely,Research & Development,9.0,4.0,Life Sciences,1.0,3212.0,Male,1.0,Sales Executive,Single,43120.0,0.0,Y,12.0,8.0,1.0,10.0,2.0,9.0,1.0,8.0,No
6.630854529227777,13.0,4.0,4.0,4.0,2.0,3.0,43.0,Travel_Rarely,Research & Development,1.0,1.0,Other,1.0,2346.0,Male,1.0,Manager,Divorced,46780.0,5.0,Y,25.0,8.0,1.0,8.0,0.0,6.0,0.0,2.0,No
8.590515394912778,15.0,3.0,3.0,4.0,3.0,3.0,43.0,Travel_Frequently,Sales,4.0,3.0,Medical,1.0,1704.0,Female,2.0,Healthcare Representative,Divorced,34190.0,3.0,Y,11.0,8.0,1.0,10.0,5.0,8.0,4.0,7.0,No
7.839794734493333,4.0,3.0,3.0,4.0,2.0,4.0,46.0,Travel_Rarely,Research & Development,10.0,3.0,Medical,1.0,1041.0,Male,1.0,Sales Executive,Married,44220.0,4.0,Y,11.0,8.0,1.0,13.0,2.0,9.0,3.0,7.0,Yes
6.685159526996666,5.0,2.0,3.0,2.0,2.0,3.0,32.0,Travel_Frequently,Research & Development,12.0,5.0,Medical,1.0,3324.0,Male,1.0,Research Scientist,Married,95470.0,1.0,Y,13.0,8.0,1.0,10.0,3.0,10.0,5.0,3.0,No
6.066220437304723,19.0,3.0,3.0,2.0,1.0,3.0,39.0,Travel_Rarely,Research & Development,6.0,2.0,Life Sciences,1.0,891.0,Male,3.0,Research Scientist,Married,106090.0,2.0,Y,17.0,8.0,1.0,10.0,2.0,7.0,7.0,7.0,No
7.189618473895556,14.0,2.0,3.0,3.0,1.0,3.0,26.0,Travel_Frequently,Sales,11.0,3.0,Marketing,1.0,1898.0,Male,2.0,Healthcare Representative,Single,22670.0,1.0,Y,19.0,8.0,3.0,7.0,2.0,7.0,0.0,7.0,No
6.900842257920556,6.0,2.0,3.0,3.0,2.0,3.0,32.0,Non-Travel,Sales,18.0,3.0,Marketing,1.0,3365.0,Male,1.0,Laboratory Technician,Married,23890.0,6.0,Y,12.0,8.0,1.0,5.0,4.0,3.0,0.0,2.0,No
5.719563810798611,19.0,2.0,3.0,4.0,4.0,3.0,41.0,Non-Travel,Research & Development,3.0,2.0,Life Sciences,1.0,189.0,Female,2.0,Research Scientist,Single,99360.0,7.0,Y,17.0,8.0,1.0,16.0,2.0,14.0,1.0,10.0,No
5.849790272199722,10.0,3.0,3.0,3.0,1.0,3.0,24.0,Travel_Rarely,Sales,10.0,2.0,Marketing,1.0,3780.0,Male,1.0,Manufacturing Director,Divorced,23560.0,0.0,Y,13.0,8.0,0.0,2.0,5.0,1.0,0.0,0.0,No
6.872726461401111,14.0,3.0,3.0,3.0,3.0,3.0,33.0,Travel_Rarely,Sales,13.0,4.0,Marketing,1.0,242.0,Female,2.0,Manufacturing Director,Divorced,45680.0,0.0,Y,18.0,8.0,1.0,6.0,2.0,5.0,1.0,2.0,No
10.80961624274861,4.0,3.0,4.0,3.0,1.0,3.0,39.0,Travel_Rarely,Sales,1.0,4.0,Life Sciences,1.0,57.0,Male,1.0,Sales Executive,Married,196650.0,1.0,Y,22.0,8.0,1.0,21.0,6.0,21.0,11.0,10.0,No
5.949879518072223,18.0,3.0,3.0,3.0,2.0,4.0,31.0,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,1.0,3117.0,Male,2.0,Research Director,Divorced,53430.0,1.0,Y,14.0,8.0,1.0,13.0,3.0,13.0,0.0,8.0,No
6.971973449352777,10.0,4.0,3.0,4.0,4.0,1.0,38.0,Travel_Rarely,Human Resources,25.0,1.0,Human Resources,1.0,1412.0,Female,1.0,Manufacturing Director,Married,78470.0,3.0,Y,14.0,8.0,1.0,9.0,3.0,7.0,1.0,7.0,No
9.408796296296112,19.0,3.0,3.0,4.0,3.0,2.0,25.0,Travel_Rarely,Research & Development,7.0,2.0,Medical,1.0,2626.0,Male,5.0,Sales Executive,Divorced,41030.0,6.0,Y,15.0,8.0,1.0,7.0,2.0,2.0,0.0,2.0,No
6.789214636323056,14.0,2.0,3.0,4.0,4.0,3.0,38.0,Non-Travel,Research & Development,2.0,5.0,Life Sciences,1.0,4.0,Male,3.0,Human Resources,Married,83210.0,3.0,Y,11.0,8.0,3.0,13.0,5.0,8.0,7.0,5.0,No
9.242141900936945,9.0,3.0,3.0,1.0,3.0,3.0,58.0,Travel_Frequently,Research & Development,10.0,4.0,Technical Degree,1.0,1053.0,Female,1.0,Sales Representative,Married,29360.0,2.0,Y,13.0,8.0,1.0,23.0,3.0,2.0,2.0,2.0,No
5.849885095939166,6.0,3.0,3.0,3.0,3.0,3.0,26.0,Travel_Rarely,Sales,28.0,3.0,Medical,1.0,98.0,Female,5.0,Laboratory Technician,Married,51510.0,1.0,Y,15.0,8.0,3.0,8.0,3.0,8.0,7.0,7.0,No
5.908227353859722,7.0,2.0,3.0,3.0,1.0,4.0,55.0,Non-Travel,Research & Development,2.0,3.0,Medical,1.0,1987.0,Female,2.0,Manager,Single,75470.0,7.0,Y,16.0,8.0,0.0,31.0,2.0,9.0,6.0,2.0,No
7.276614234716389,14.0,3.0,3.0,2.0,3.0,3.0,27.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,1.0,3353.0,Male,1.0,Research Scientist,Single,20580.0,1.0,Y,14.0,8.0,1.0,1.0,5.0,1.0,0.0,0.0,No
6.421151271753611,23.0,2.0,3.0,4.0,4.0,2.0,54.0,Travel_Rarely,Sales,27.0,4.0,Medical,1.0,2518.0,Male,1.0,Research Scientist,Married,31310.0,4.0,Y,14.0,8.0,0.0,14.0,3.0,7.0,1.0,7.0,No
10.742414100847778,1.0,3.0,4.0,3.0,2.0,3.0,31.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,1.0,3052.0,Male,4.0,Human Resources,Single,28670.0,0.0,Y,24.0,8.0,0.0,3.0,5.0,2.0,2.0,2.0,No
6.817786702365,20.0,3.0,3.0,1.0,3.0,3.0,33.0,Travel_Rarely,Research & Development,16.0,3.0,Medical,1.0,3138.0,Female,1.0,Laboratory Technician,Divorced,20900.0,4.0,Y,16.0,8.0,0.0,10.0,2.0,6.0,0.0,5.0,No
7.3470626952252776,14.0,2.0,3.0,1.0,4.0,2.0,35.0,Travel_Rarely,Research & Development,5.0,4.0,Medical,1.0,3263.0,Male,3.0,Manager,Married,16750.0,1.0,Y,16.0,8.0,0.0,3.0,6.0,3.0,0.0,2.0,No
7.849943105756111,6.0,3.0,3.0,4.0,1.0,3.0,33.0,Travel_Rarely,Research & Development,8.0,5.0,Medical,1.0,3965.0,Male,2.0,Laboratory Technician,Married,82240.0,6.0,Y,19.0,8.0,0.0,14.0,3.0,10.0,7.0,6.0,No
6.65505577867,22.0,3.0,4.0,1.0,4.0,3.0,42.0,Travel_Frequently,Research & Development,8.0,4.0,Medical,1.0,793.0,Female,1.0,Sales Executive,Single,60620.0,1.0,Y,22.0,8.0,2.0,12.0,2.0,12.0,5.0,8.0,No
7.115717313699166,22.0,1.0,3.0,3.0,4.0,3.0,32.0,Travel_Frequently,Sales,4.0,4.0,Life Sciences,1.0,301.0,Male,2.0,Sales Executive,Married,188440.0,1.0,Y,19.0,8.0,0.0,10.0,3.0,10.0,4.0,7.0,No
